epoch,train_loss,val_loss,train_accuracy,train_precision,train_recall,train_f1,val_accuracy,val_precision,val_recall,val_f1,confusion_matrix
1,1.0016733726164453,1.0215185777894382,0.4740075469017029,0.4430452883243561,0.48286929726600647,0.42389097809791565,0.46238937973976135,0.41793814301490784,0.4685038626194,0.38466641306877136,"tensor([[ 79,   4,  59],
        [ 41,   3, 113],
        [ 22,   4, 127]])"
2,0.9997620492949522,0.9912781633179764,0.471172034740448,0.4336490333080292,0.4796786308288574,0.41582417488098145,0.5243362784385681,0.5123137831687927,0.5322266221046448,0.49512186646461487,"tensor([[104,  15,  23],
        [ 53,  30,  74],
        [ 31,  19, 103]])"
3,0.9956533155943218,1.015978889218692,0.49054819345474243,0.4706059992313385,0.4992325007915497,0.4500640630722046,0.46681416034698486,0.40797343850135803,0.4719618260860443,0.3934803009033203,"tensor([[ 74,   9,  59],
        [ 37,   4, 116],
        [ 12,   8, 133]])"
4,0.9926424452236721,1.0110708536772892,0.4806238114833832,0.44861969351768494,0.4895448386669159,0.4276927411556244,0.47345131635665894,0.4344771206378937,0.48058077692985535,0.4021998345851898,"tensor([[ 87,   8,  47],
        [ 55,   6,  96],
        [ 28,   4, 121]])"
5,0.9987454902856869,0.9977916849070582,0.47873345017433167,0.4483865201473236,0.4859861433506012,0.433967262506485,0.46238937973976135,0.4422554671764374,0.4659813642501831,0.41536375880241394,"tensor([[ 68,  21,  53],
        [ 35,  15, 107],
        [ 13,  14, 126]])"
6,0.9800419874657366,1.004463148528132,0.4938563406467438,0.46113863587379456,0.5026657581329346,0.4457741975784302,0.491150438785553,0.4478646218776703,0.496828556060791,0.4174460470676422,"tensor([[ 80,  10,  52],
        [ 41,   6, 110],
        [ 12,   5, 136]])"
7,0.9864504946801895,0.9767003593773678,0.4872400760650635,0.46612823009490967,0.4952120780944824,0.4515579640865326,0.5221238732337952,0.5182527303695679,0.5286400318145752,0.49065256118774414,"tensor([[ 95,  14,  33],
        [ 44,  28,  85],
        [ 24,  16, 113]])"
8,0.9818544576042577,0.9931574525504276,0.49716445803642273,0.47757625579833984,0.5058541893959045,0.4567491114139557,0.4889380633831024,0.46175894141197205,0.4942680895328522,0.45561471581459045,"tensor([[ 83,  29,  30],
        [ 40,  22,  95],
        [ 20,  17, 116]])"
9,0.9852542778603116,0.979046944914193,0.4862948954105377,0.4568490982055664,0.4958467483520508,0.442935973405838,0.48672565817832947,0.4458237886428833,0.49466976523399353,0.4347774088382721,"tensor([[ 95,  14,  33],
        [ 44,  12, 101],
        [ 27,  13, 113]])"
10,0.9843906123835341,0.9950296097788317,0.48582231998443604,0.46842196583747864,0.4936439096927643,0.4672519266605377,0.51106196641922,0.5467472076416016,0.5187931060791016,0.4914442002773285,"tensor([[116,  18,   8],
        [ 72,  73,  12],
        [ 45,  66,  42]])"
